ra,dec,mjd_u,u,g,r,i,z,objID
12.2085125997321,-0.761722268423141,54357.30973599,18.30721,16.50042,15.85528,15.60432,15.4904,8658200156226125855
12.2085131600606,-0.761724102747538,54035.35986065,18.31318,16.48706,15.83048,15.60307,15.4982,8658198206296162320
12.208513504137,-0.761689312768685,53676.33989798,18.24603,16.50115,15.84266,15.60259,15.50391,8658195225595478035
12.2085147822943,-0.761712055655089,53994.35381256,18.29212,16.49579,15.84319,15.59902,15.49128,8658197579219206189
12.2085151315254,-0.761707635003367,52586.2449383,18.27156,16.49972,15.84324,15.601,15.49014,8658185166775779342
12.2085155259177,-0.76171511930666,52935.2523412,18.26519,16.49943,15.83818,15.60569,15.47991,8658188336472916040
12.2085158213864,-0.761701503465372,52552.345589,18.30425,16.50782,15.85445,15.63373,15.54622,8658466190789378058
12.2085159561288,-0.761727284211459,53681.3031992401,18.44469,16.67124,16.79815,15.92554,15.64461,8658195350154772514
12.2085163476173,-0.761716277611869,53640.30973553,18.3723,16.56988,15.89412,15.67177,15.60308,8658194534113214489
12.2085166712794,-0.761727694196249,53694.27619189,18.22276,16.47761,15.79533,15.56108,15.37744,8658195547724644378
12.208517223276,-0.76171486595326,54037.2654119401,18.25978,16.46011,15.83897,15.60467,15.48898,8658198236374171660
12.2085173462175,-0.761687831716448,51081.3175104,18.27248,16.50584,15.85239,15.6221,15.47093,8658170821574656017
12.208517891919,-0.761702446191645,53669.26601371,18.28054,16.50799,15.83312,15.61206,15.50846,8658195092456472656
12.208518127014,-0.761696995366651,52963.1755468,18.2838,16.50493,15.84914,15.60659,15.48396,8658188594152013856
12.2085186856071,-0.761709567150696,53685.262186111,18.37201,16.55446,15.8885,15.64358,15.57048,8658195423170461741
12.208518778435,-0.761732279691555,54030.28412726,18.38115,16.51287,15.8468,15.58482,15.48298,8658198111820316694
12.2085190110926,-0.761762539021919,53998.30610324,18.08077,16.21962,15.83002,15.59649,15.72845,8658197673735094337
12.2085194352588,-0.761699515879674,53638.34575567,18.21942,16.48962,15.82119,15.619,15.56345,8658194495439241238
12.2085196009485,-0.761691390941584,53352.1465768,18.26487,16.49451,15.79414,15.59326,15.47384,8658191982880751661
12.2085197459812,-0.761701457137705,52931.2553934,18.22391,16.48261,15.83327,15.59319,15.47012,8658188289225064497
12.2085198853766,-0.761704845604339,54394.34073291,18.23133,16.49018,15.82544,15.59345,15.48684,8658200710275334193
12.2085201625547,-0.761723859121549,54062.271556,18.29548,16.48551,15.83942,15.60113,15.48477,8658198614331359240
12.2085210181296,-0.761718973217215,53705.2460237401,18.27025,16.51559,15.84725,15.61767,15.50002,8658195728113074189
12.2085210604659,-0.761708788029193,54385.35771305,18.27848,16.50245,15.84218,15.59795,15.51343,8658200568541347854
12.2085210667731,-0.761735094315935,54387.3581225901,18.31142,16.49597,15.83329,15.6086,15.48755,8658200594310955018
12.2085211064077,-0.761709825288554,0,18.26683,16.49497,15.83971,15.60977,15.49084,8647474690876702786
12.2085224063282,-0.76171242551638,54068.25219262,18.31438,16.51154,15.81568,15.5982,15.475,8658198708793901090
12.2085224204715,-0.761703303626262,52959.1957736,18.27487,16.49083,15.83795,15.59251,15.47305,8658188525432078372
12.2085229493117,-0.761708790865394,54411.2235058599,18.22239,16.50595,15.84355,15.604,15.51026,8658200933607342101
12.2085230043822,-0.761754846674179,54391.35907178,18.28839,16.49145,15.81651,15.53027,15.48386,8658200667293351971
12.208523176315,-0.761708530405106,54028.36048751,18.3381,16.49201,15.82649,15.60931,15.49689,8658198077428727821
12.2085233961407,-0.761702592038339,53664.30692333,18.61375,16.66388,16.07772,15.92256,15.70443,8658194997966209061
12.2085239681816,-0.761722218845963,53975.33081884,18.28605,16.49657,15.83212,15.59441,15.49846,8658197287184629802
12.2085239709988,-0.761707462573133,52522.3496758,18.32336,16.56083,15.85172,15.61514,15.49369,8658466040448876607
12.2085242021958,-0.761737352870626,54056.27243522,18.24355,16.49558,15.83009,15.6014,15.46081,8658198494073126920
12.2085245158129,-0.761710183036344,54040.27975931,18.22008,16.5309,15.83368,15.60141,15.48671,8658198279323844665
12.2085265024291,-0.76170070444315,53697.26025205,18.34762,16.59337,15.94585,15.68384,15.52859,8658195603559022618
12.2085273305814,-0.761687007170722,53679.3117268901,18.26973,16.51432,15.83566,15.59592,15.50834,8658195281428676634
12.2085278141996,-0.761723518475946,54020.29068165,18.22622,16.48198,15.87332,15.60232,15.49042,8658197974382936070
12.2085280651158,-0.761724355454701,53674.25047027,18.24358,16.49604,15.83957,15.60651,15.48465,8658476657627103246
12.2085297294832,-0.7652117369073,54379.35000075,24.25129,24.49797,22.11501,21.8778,21.55519,8658200452577755665
12.2085297367231,-0.761719042099146,51819.388708,18.23948,16.48557,15.84475,15.60411,15.47183,8658177822391140362
12.2085304545963,-0.7617038060573,53996.33761701,17.84751,16.34304,15.75352,15.61527,15.43479,8658197630777229333
12.2085304887601,-0.761714402432995,53622.3548800931,18.3892,16.62264,15.90466,15.65416,15.55405,8658194259230916630
12.2085320732409,-0.761702131178668,52577.2412439,18.25334,16.49911,15.8393,15.59845,15.51202,8658185033639657533
12.2085330701844,-0.761718256153276,53655.28213852,18.22841,16.50041,15.8162,15.60055,15.48854,8658194821877268486
12.2085343158765,-0.761712916520982,53634.30436953,18.19,16.49681,15.80389,15.58955,15.47474,8658194418148573225
12.2085353716266,-0.761713081393354,54012.28460782,18.28995,16.4974,15.83858,15.60843,15.50219,8658197914252673035
12.2085367767242,-0.761708234532896,54008.29706459,18.25675,16.50502,15.8352,15.59856,15.49047,8658197845531295794
12.2085376742639,-0.761723318361736,54407.2685394599,19.53214,16.39653,15.8309,15.56809,15.42984,8658200882074026063
12.2085441868755,-0.765183071263765,52931.2553934,22.8078,23.87575,22.26018,21.88187,21.29906,8658188289225065147
12.2085453542333,-0.761719144225759,54422.26897658,18.29951,16.48291,15.83356,15.60217,15.48392,8658201092527423498
12.2098103228332,-0.768329751323005,54068.25219262,24.2904,28.01334,22.18434,21.32513,22.57413,8658198708793901406
12.2098523440269,-0.768476216639486,53640.30973553,23.06441,23.60007,22.60226,21.82897,21.07344,8658194534113215222
12.209859908386,-0.768451263212589,51081.3175104,23.46093,23.52784,22.59076,21.82393,21.14667,8658170821574656636
12.2098892402049,-0.768422454614069,54062.271556,23.0872,24.11292,22.84986,21.69119,21.47235,8658198614331359913
