ra,dec,mjd_u,u,g,r,i,z,objID,err_i
12.2009899497348,-0.766969226668103,54424.2049789,26.54631,22.35649,21.84034,21.37804,21.76219,1237676324423008628,0.1497919
12.2098260176788,-0.768416129001968,51819.38870721,23.29605,25.46743,22.76865,21.61366,21.21404,1237653011368116922,0.1651305
12.2099315824562,-0.768492252743577,52522.34967462,25.30655,23.16781,22.36234,21.14308,21.53945,1237659754449142521,0.1732378
12.2099020238907,-0.768437753227441,52552.34434077,23.9472,23.77415,22.19683,21.67706,21.29084,1237659904789643896,0.1616436
12.209905544762,-0.76847804891792,52558.35263407,23.49615,23.46218,22.64242,21.32658,21.69246,1237660025045975866,0.1318033
12.2098621941912,-0.768458731226202,52577.2399959,23.49101,23.67633,22.6919,21.73717,20.81353,1237660222616634242,0.1706366
12.2098414295587,-0.768440689106007,52586.24493694,25.91729,23.88229,22.46207,21.35797,22.20898,1237660355752756129,0.1494871
12.2099221794728,-0.768531068925923,52910.3255131401,24.31558,23.83922,22.43954,21.90995,21.46182,1237663276322521732,0.1715315
12.2098155605281,-0.768441054931205,52935.25233815,23.86596,24.01531,23.14147,21.38761,21.15532,1237663525449892644,0.1290164
12.2098257052315,-0.76838424980157,52959.1957731901,23.5479,23.84272,22.93809,21.94465,20.97059,1237663714409055259,0.1620828
12.2098229866338,-0.768380291021106,52963.1755465901,24.74106,23.79943,23.0055,21.64624,21.23282,1237663783128990814,0.1346642
12.2098859951859,-0.7684461676928,53352.14657602,26.43684,23.68855,22.69588,21.60372,21.44687,1237667171857728411,0.1397099
12.2098039288732,-0.768353452201876,54424.2049789,27.71432,25.04364,21.90934,20.70358,21.06863,1237676324423008826,0.1809119
12.2026142446109,-0.76102858203441,51081.31750627,25.69898,22.17241,21.28705,20.78223,20.46297,1237646010551632149,0.0900339
12.2026083826411,-0.760989342146167,51819.38870721,22.04855,22.49769,21.11038,20.90665,20.23764,1237653011368116458,0.1029201
12.202662255537,-0.761050418491439,52522.34967462,23.97536,22.38675,21.56475,21.0001,21.25062,1237659754449142225,0.0995203
12.2026351347481,-0.760987906583994,52552.34434077,23.08579,22.51067,21.55315,21.09669,21.2547,1237659904789643543,0.0761821
12.2026211953241,-0.761021939162987,52558.35263407,23.3044,22.55696,21.6223,21.12341,20.71069,1237660025045975451,0.08382758
12.2026530459696,-0.76101571666161,52577.2399959,24.12306,22.35831,21.39371,20.81919,20.52089,1237660222616633937,0.08910476
12.2025752050621,-0.761045683386606,52586.24493694,22.74272,22.52848,21.51885,21.08998,20.86504,1237660355752755723,0.1204479
12.2026206247552,-0.761024317049032,52910.3255131401,22.66398,22.76787,21.51202,21.12988,20.68991,1237663276322521383,0.07716565
12.2026574864019,-0.760956289636722,52931.25539154,24.25874,22.58481,21.44525,20.96817,20.36538,1237663478202040850,0.08174118
12.2026306538799,-0.761054289892986,52935.25233815,22.70715,22.56799,21.54478,21.03611,20.48387,1237663525449892347,0.08818443
12.2026432424598,-0.761021452834342,52959.1957731901,23.30004,22.55828,21.37704,20.92175,20.35318,1237663714409054788,0.06776319
12.202618421209,-0.761028638894609,52963.1755465901,24.84276,22.60904,21.38709,21.00854,20.49966,1237663783128990267,0.06910123
12.2026475402075,-0.761001600122195,53352.14657602,23.24111,22.27482,21.09154,20.79708,20.30515,1237667171857728005,0.09170268
12.2027022992317,-0.761018697402539,54424.2049789,26.47993,22.5875,21.13026,20.52283,20.45639,1237676324423008630,0.1159377
12.1951077256408,-0.764297903812185,51081.31750627,25.71284,21.84109,20.43816,19.68906,19.17175,1237646010551632137,0.04606465
12.1951143195518,-0.764291799580486,51136.16731706,22.45762,21.95765,20.38105,19.67822,19.33129,1237646646197551511,0.05412269
12.1951208776046,-0.764270758868803,51819.38870721,22.18901,21.92889,20.09575,19.50706,18.96039,1237653011368116441,0.04594097
12.1950939439868,-0.764287594825808,52522.34967462,22.15461,22.22093,20.48698,19.92493,19.43423,1237659754449142211,0.05425901
12.195094645599,-0.764276717690277,52552.34434077,24.75677,22.40821,20.73165,20.00008,19.65185,1237659904789643523,0.03941663
12.1950805170989,-0.764277106802912,52558.35263407,24.60951,22.22205,20.60921,19.98376,19.3469,1237660025045975431,0.04523164
12.1951308591654,-0.764242512889615,52577.2399959,26.01889,22.18303,20.65885,19.91474,19.37341,1237660222616633921,0.04406271
12.1951078027467,-0.764278157346676,52586.24493694,23.84966,22.21991,20.5816,19.86424,19.32051,1237660355752755707,0.05287241
12.1951045975374,-0.764252314443335,52910.32509851,23.77614,21.78627,20.58675,19.86727,19.36214,1237663276322456190,0.0382957
12.1951150670088,-0.764321145178403,52931.25539154,24.99868,22.19015,20.62129,19.98628,19.49894,1237663478202040837,0.04503281
12.1951060914905,-0.764316376887668,52935.25233815,24.10642,22.26293,20.61634,19.90328,19.4065,1237663525449892329,0.04774133
12.1950980276639,-0.764272005622041,52959.1957731901,24.42933,22.12012,20.54388,19.85134,19.43488,1237663714409054763,0.03658504
12.1951039913282,-0.764276109133986,52963.1755465901,23.59949,22.12847,20.67326,20.11546,19.66914,1237663783128990241,0.0367945
12.1950882925345,-0.764253146509455,53352.14657602,24.46351,22.1816,20.81395,20.03983,19.58439,1237667171857727985,0.0408848
12.1950984361749,-0.764268810769608,54424.2049789,24.45111,22.7824,20.81441,20.1375,19.65714,1237676324423008620,0.06288991
12.2085599360207,-0.76525822740656,51081.31750627,22.62529,23.82862,21.84946,21.2681,22.46892,1237646010551632400,0.13006
12.208535161599,-0.765295798964663,51136.16731706,23.17811,22.57293,21.63087,21.33054,22.91753,1237646646197551532,0.1965886
12.2084472145588,-0.765182570611913,51819.38870721,24.21393,22.96731,21.99356,21.61995,21.84495,1237653011368116778,0.1686175
12.2085922902203,-0.765091349686099,52522.34967462,23.29884,23.88655,21.82969,21.34654,21.32456,1237659754449142436,0.171036
12.2084756199668,-0.765183876565311,52552.34434077,25.37286,23.14463,22.30648,22.1361,21.60626,1237659904789643895,0.1854234
12.2084846991366,-0.765199886494581,52558.35263407,24.4298,23.27045,22.2641,21.9001,21.98992,1237660025045975734,0.1571813
12.2084686577332,-0.765260096667693,52577.2399959,24.2619,23.10866,22.04489,22.26996,21.71359,1237660222616634143,0.2814988
12.2085385263505,-0.765235569284988,52586.24493694,26.06791,22.93463,21.93684,21.44287,21.82419,1237660355752755734,0.1452528
12.2085721112771,-0.765187324101763,52935.25233815,23.85424,23.38074,22.09346,21.78198,21.63677,1237663525449892547,0.1651743
12.2084955929811,-0.76517871676827,52959.1957731901,23.44861,22.78463,21.79753,21.52794,21.23631,1237663714409055088,0.145631
12.2084941494775,-0.765161660048735,52963.1755465901,25.70724,23.24794,22.23101,21.70249,21.60298,1237663783128990628,0.1460871
12.2089201639154,-0.770300517777791,52963.1755465901,24.20158,23.044,22.3451,21.43041,21.25138,1237663783128990813,0.1765508
12.2085404042948,-0.765147155381696,53352.14657602,24.00616,23.25683,21.83748,21.35514,21.0507,1237667171857728269,0.146889
12.2084801505555,-0.765258099337258,54424.2049789,25.0907,25.70724,21.69014,22.21016,21.58762,1237676324423008958,0.4207632
12.1935701483727,-0.770042645238032,51081.31750627,21.75927,21.19246,20.70415,19.94413,19.34305,1237646010551632134,0.06629809
12.1935456089464,-0.77002441070659,51136.16731706,23.6896,21.62136,20.89614,20.44773,19.48516,1237646646197551509,0.1030865
12.193555150056,-0.770003689749075,51819.38870721,21.96305,21.55314,20.93182,20.21065,19.74897,1237653011368116438,0.0695263
12.19361503707,-0.769996693444587,52522.34967462,21.64928,21.76975,20.99084,20.19212,19.72328,1237659754449142208,0.07065767
12.1935585596158,-0.769992865785299,52552.34392614,22.34264,21.71053,20.85894,20.23252,19.51501,1237659904789578364,0.06052143
12.1935730791698,-0.769971861441486,52558.35263407,22.3145,22.24404,21.58716,20.63114,20.00735,1237660025045975426,0.06164547
12.193610643013,-0.769995382814116,52577.2399959,22.83411,22.0626,21.25747,20.50607,20.06974,1237660222616633915,0.06600522
12.1935731019665,-0.769980213592133,52586.24493694,21.72761,21.4708,20.65679,20.12405,19.42412,1237660355752755699,0.08018738
12.1935973188868,-0.769947284666886,52910.32509851,23.40674,23.39971,21.8544,21.0995,20.47848,1237663276322456185,0.07143638
12.1929972961936,-0.770220524792133,52910.32509851,22.86092,22.1307,21.83696,21.68833,21.98219,1237663276322456186,0.1638383
12.1935845678398,-0.770004684471313,52931.25539154,22.46719,22.29894,21.7385,20.8508,20.43561,1237663478202040831,0.07196373
12.1935589039807,-0.770019697499368,52935.25233815,22.06382,21.25231,20.56947,20.17041,19.21928,1237663525449892326,0.08429165
12.1935638513556,-0.770012461723379,52959.1957731901,22.55285,22.80998,21.78938,21.20479,20.3274,1237663714409054756,0.07089116
12.1929772323028,-0.770194835112213,52959.1957731901,24.13992,22.19938,21.94816,21.46322,21.80186,1237663714409054757,0.1316031
12.1935676673466,-0.769989795092232,52963.1755465901,22.81503,22.45879,21.49525,20.71774,19.88214,1237663783128990232,0.0588513
12.1929125976962,-0.770236897176999,52963.1755465901,22.90864,22.3552,21.83383,21.61719,22.00024,1237663783128990233,0.149433
12.1935750621962,-0.769990690432113,53352.14657602,22.35293,21.87422,21.09495,20.58514,19.83834,1237667171857727978,0.07406912
12.1935806382688,-0.76998654954112,54424.2049789,21.2756,21.66333,20.61791,20.10819,19.30777,1237676324423008619,0.1186619
